megadbid,reg_id,year,plot_use,matchto,origplotno,area,wilderns,roundno,year,sampleno,labbatch,scicode,fieldrep,labrep,colldate,hg_ppb,lab,,
3653,6,2011,LChelan2,LChelan2,,Okanogan-Wenatchee NF,Lake Chelan-Sawtooth Wilderness,2010-2019,2011,R6_2011049,P051 11-12,Letvul,1,1,8/29/2011,351.95,UMN_RAL,,
106905,6,2013,89220 53 77,1208208,,Okanogan-Wenatchee NF,,2010-2019,2013,R6_2013180,P045 13-14,Letvul,1,2,8/2/2013,353,UMN_RAL,,
106905,6,2013,89220 53 77,1208208,,Okanogan-Wenatchee NF,,2010-2019,2013,R6_2013180,P045 13-14,Letvul,1,1,8/2/2013,354.29,UMN_RAL,,
106891,6,2013,82850 53 77,1208188,,Okanogan-Wenatchee NF,Norse Peak Wilderness,2010-2019,2013,R6_2013185,P045 13-14,Letvul,1,1,8/4/2013,412.07,UMN_RAL,,
3191,6,2008,CleElum1,CleElum1,,Okanogan-Wenatchee NF,,2000-2009,2008,R6_2008140,P004 08-09,Plagla,1,1,8/10/2008,417.77,UMN_RAL,,
3191,6,2008,CleElum1,CleElum1,,Okanogan-Wenatchee NF,,2000-2009,2008,R6_2008140,P004 08-09,Plagla,1,2,8/10/2008,418.96,UMN_RAL,,
2426,6,2009,85811 53 47,1280224,,Okanogan-Wenatchee NF,Pasayten Wilderness,2000-2009,2009,R6_2009222,P084 09-10,Letvul,1,1,8/27/2009,494.0796733,UMN_RAL,,
2426,6,2009,85811 53 47,1280224,,Okanogan-Wenatchee NF,Pasayten Wilderness,2000-2009,2009,R6_2009222,P084 09-10,Letvul,1,2,8/27/2009,501.6592235,UMN_RAL,,
3193,6,2008,CleElum3,CleElum3,,Okanogan-Wenatchee NF,,2000-2009,2008,R6_2008149,P004 08-09,Letvul,2,1,8/10/2008,512.96,UMN_RAL,,
107844,6,2016,87739 53 47,2280310,2280310,Okanogan-Wenatchee NF,,2010-2019,2016,R6_2016105,P062 16-17,Bryfre,1,1,8/22/2016,535.1167493,UMN_RAL,,
2426,6,2009,85811 53 47,1280224,,Okanogan-Wenatchee NF,Pasayten Wilderness,2000-2009,2009,R6_2009213,P084 09-10,Bryfre,1,1,8/27/2009,876.2724756,UMN_RAL,,
2426,6,2009,85811 53 47,1280224,,Okanogan-Wenatchee NF,Pasayten Wilderness,2000-2009,2009,R6_2009213,P084 09-10,Bryfre,1,2,8/27/2009,940.777324,UMN_RAL,,
108177,6,2017,,1242088,,Olympic NF,,2010-2019,2017,R6_2017043,P064 17-18,Plagla,1,1,8/8/2017,104.775,UMN_RAL,,
3821,6,2011,MtSkokoW,MtSkokoW,,Olympic NF,Mount Skokomish Wilderness,2010-2019,2011,R6_2011020,P051 11-12,Plagla,2,1,7/26/2011,119.05,UMN_RAL,,
3821,6,2011,MtSkokoW,MtSkokoW,,Olympic NF,Mount Skokomish Wilderness,2010-2019,2011,R6_2011136,P051 11-12,Plagla,1,1,7/26/2011,122.85,UMN_RAL,,
4180,6,2011,WonderMt,WonderMt,,Olympic NF,Wonder Mountain (just outside boundary),2010-2019,2011,R6_2011079,P051 11-12,Plagla,1,1,7/25/2011,188.49,UMN_RAL,,
2775,6,2007,98769 53 31,1242088,,Olympic NF,Buckhorn Wilderness,2000-2009,2007,R6_2007132,P072 07-08,Plagla,1,1,8/22/2007,263.29,UMN_RAL,,
2398,6,2007,59900 53 31,1242092,,Olympic NF,Buckhorn Wilderness,2000-2009,2007,R6_2007129,P072 07-08,Brygla,1,1,8/23/2007,291.34,UMN_RAL,,
107990,6,2017,59900 53 31,1242092,,Olympic NF,Buckhorn Wilderness,2010-2019,2017,R6_2017045,P064 17-18,Hypims,1,1,8/12/2017,299.867,UMN_RAL,,
2767,6,2007,87761 53 27,1228056,,Olympic NF,Colonel Bob Wilderness,2000-2009,2007,R6_2007120,P072 07-08,Sphglo,1,2,8/26/2007,389.12,UMN_RAL,,
2767,6,2007,87761 53 27,1228056,,Olympic NF,Colonel Bob Wilderness,2000-2009,2007,R6_2007120,P072 07-08,Sphglo,1,1,8/26/2007,441.18,UMN_RAL,,
3549,6,2006,HOF2,HOF2,,Olympic NP,Olympic Wilderness,2000-2009,2006,R6_2006006,P073 06-07,Plagla,1,1,10/13/2006,124.4,UMN_RAL,,
3549,6,2006,HOF2,HOF2,,Olympic NP,Olympic Wilderness,2000-2009,2006,R6_2006006,P073 06-07,Plagla,1,2,10/13/2006,145.6,UMN_RAL,,
3921,6,2006,OL6,OL6,,Olympic NP,Olympic Wilderness,2000-2009,2006,R6_2006018,P073 06-07,Plagla,1,2,10/13/2006,201.3,UMN_RAL,,
3921,6,2006,OL6,OL6,,Olympic NP,Olympic Wilderness,2000-2009,2006,R6_2006018,P073 06-07,Plagla,1,1,10/13/2006,203.7,UMN_RAL,,
3646,14,2010,Klop2,Klop2,,Payette NF,,2010-2019,2010,R14_2010100,P130  10-11,Xancum,1,1,8/16/2010,61.62,UMN_RAL,,
3981,14,2010,Pitts0,Pitts0,,Payette NF,,2010-2019,2010,R14_2010105,P130  10-11,Xancum,1,1,8/19/2010,63.22,UMN_RAL,,
3981,14,2010,Pitts0,Pitts0,,Payette NF,,2010-2019,2010,R14_2010105,P130  10-11,Xancum,1,2,8/19/2010,64.29,UMN_RAL,,
3636,14,2010,Kirk1/4,Kirk1/4,,Payette NF,,2010-2019,2010,R14_2010110,P130  10-11,Xancum,1,1,8/19/2010,67.13,UMN_RAL,,
3633,14,2010,Kirk0,Kirk0,,Payette NF,,2010-2019,2010,R14_2010103,P130  10-11,Xancum,2,2,8/19/2010,72.58,UMN_RAL,,
3633,14,2010,Kirk0,Kirk0,,Payette NF,,2010-2019,2010,R14_2010103,P130  10-11,Xancum,2,1,8/19/2010,75.74,UMN_RAL,,
3640,14,2010,Klop0,Klop0,,Payette NF,,2010-2019,2010,R14_2010111,P130  10-11,Xancum,1,1,8/17/2010,77.92,UMN_RAL,,
3633,14,2010,Kirk0,Kirk0,,Payette NF,,2010-2019,2010,R14_2010097,P130  10-11,Xancum,3,1,8/19/2010,79.8,UMN_RAL,,
3160,14,2010,CacheCk,CacheCk,,Payette NF,Hells Canyon Wilderness,2010-2019,2010,R14_2010098,P130  10-11,Xancum,1,1,8/19/2010,87.81,UMN_RAL,,
3926,14,2010,Oxbow,Oxbow,,Payette NF,,2010-2019,2010,R14_2010109,P130  10-11,Xancum,1,1,8/20/2010,89.92,UMN_RAL,,
3640,14,2010,Klop0,Klop0,,Payette NF,,2010-2019,2010,R14_2010108,P130  10-11,Xancum,2,1,8/17/2010,90.73,UMN_RAL,,
106899,6,2013,86657 41 35,1024140,,Rogue River NF,Sky Lakes Wilderness,2010-2019,2013,R6_2013036,P045 13-14,Letvul,2,1,7/3/2013,427.28,UMN_RAL,,
106899,6,2013,86657 41 35,1024140,,Rogue River NF,Sky Lakes Wilderness,2010-2019,2013,R6_2013036,P045 13-14,Letvul,2,2,7/3/2013,443.54,UMN_RAL,,
106899,6,2013,86657 41 35,1024140,,Rogue River NF,Sky Lakes Wilderness,2010-2019,2013,R6_2013037,P045 13-14,Letvul,1,1,7/3/2013,646.32,UMN_RAL,,
5886,6,2018,,,1038128,Rogue River-Siskyou NF,,2010-2019,2018,R6_2018024,P089 18-19,Plagla,1,2,43331,83.292,UMN_RAL,,
5886,6,2018,,,1038128,Rogue River-Siskyou NF,,2010-2019,2018,R6_2018024,P089 18-19,Plagla,1,1,43331,87.097,UMN_RAL,,
5881,6,2018,,,1034136,Rogue River-Siskyou NF,,2010-2019,2018,R6_2018034,P089 18-19,Plagla,1,1,43332,136.52,UMN_RAL,,
5880,6,2018,86657 41 35,86657 41 35,1024140,Rogue River-Siskyou NF,,2010-2019,2018,R6_2018086,P089 18-19,Letvul,1,1,43357,349.76,UMN_RAL,,
5880,6,2018,86657 41 35,86657 41 35,1024140,Rogue River-Siskyou NF,,2010-2019,2018,R6_2018086,P089 18-19,Letvul,1,2,43357,356.89,UMN_RAL,,
895,6,2011,97037 41 15,1032040,,Siskyou NF,Wild Rogue Wilderness,2010-2019,2011,R6_2011072,P051 11-12,Plagla,1,1,7/20/2011,83.12,UMN_RAL,,
908,6,2011,93783 41 15,1034028,,Siskyou NF,Copper Salmon Wilderness,2010-2019,2011,R6_2011069,P051 11-12,Plagla,1,1,7/19/2011,115.42,UMN_RAL,,
823,6,2011,70452 41 33,1006076,,Siskyou NF,Red Buttes Wilderness,2010-2019,2011,R6_2011061,P051 11-12,Plagla,2,1,7/21/2011,117.06,UMN_RAL,,
882,6,2011,57999 41 15,1030036,,Siskyou NF,Wild Rogue Wilderness,2010-2019,2011,R6_2011075,P051 11-12,Plagla,1,1,7/21/2011,118.56,UMN_RAL,,
3478,6,2011,GrassyKb,GrassyKb,,Siskyou NF,Grassy Knob Wilderness,2010-2019,2011,R6_2011077,P051 11-12,Plagla,1,1,7/19/2011,137.86,UMN_RAL,,
3478,6,2011,GrassyKb,GrassyKb,,Siskyou NF,Grassy Knob Wilderness,2010-2019,2011,R6_2011077,P051 11-12,Plagla,1,2,7/19/2011,139.68,UMN_RAL,,
4006,6,2011,RedButte,RedButte,,Siskyou NF,Red Buttes Wilderness,2010-2019,2011,R6_2011060,P051 11-12,Plagla,1,1,7/21/2011,148.23,UMN_RAL,,
4006,6,2011,RedButte,RedButte,,Siskyou NF,Red Buttes Wilderness,2010-2019,2011,R6_2011060,P051 11-12,Plagla,1,2,7/21/2011,148.67,UMN_RAL,,
823,6,2011,70452 41 33,1006076,,Siskyou NF,Red Buttes Wilderness,2010-2019,2011,R6_2011063,P051 11-12,Plagla,1,1,7/21/2011,164.71,UMN_RAL,,
882,6,2011,57999 41 15,1030036,,Siskyou NF,Wild Rogue Wilderness,2010-2019,2011,R6_2011074,P051 11-12,Plagla,2,1,7/21/2011,168.63,UMN_RAL,,
2500,6,2008,55986 41 15,1014048,,Siskyou NF,Kalmiopsis Wilderness,2000-2009,2008,R6_2008044,P004 08-09,Plagla,1,1,6/25/2008,169.17,UMN_RAL,,
2500,6,2008,55986 41 15,1014048,,Siskyou NF,Kalmiopsis Wilderness,2000-2009,2008,R6_2008049,P004 08-09,Plagla,2,1,6/25/2008,171.7,UMN_RAL,,
927,6,2011,70711 41 15,1036016,,Siskyou NF,Grassy Knob Wilderness,2010-2019,2011,R6_2011018,P051 11-12,Plagla,1,1,7/18/2011,174.86,UMN_RAL,,
2516,6,2011,91574 41 15,1036024,,Siskyou NF,Copper Salmon Wilderness,2010-2019,2011,R6_2011135,P051 11-12,Plagla,1,1,7/18/2011,189.16,UMN_RAL,,
4032,6,2011,SiskiyW1,SiskiyW1,,Siskyou NF,Siskiyou Wilderness,2010-2019,2011,R6_2011068,P051 11-12,Plagla,1,1,7/20/2011,228.8,UMN_RAL,,
4032,6,2011,SiskiyW1,SiskiyW1,,Siskyou NF,Siskiyou Wilderness,2010-2019,2011,R6_2011065,P051 11-12,Letvul,1,1,7/20/2011,235.4,UMN_RAL,,
823,6,2011,70452 41 33,1006076,,Siskyou NF,Red Buttes Wilderness,2010-2019,2011,R6_2011057,P051 11-12,Letvul,1,1,7/21/2011,238.43,UMN_RAL,,
4031,6,2011,SIS2,SIS2,,Siskyou NF,Siskiyou Wilderness,2010-2019,2011,R6_2011066,P051 11-12,Letvul,1,1,7/20/2011,306.33,UMN_RAL,,
2667,6,2005,83086 41 3,1106068,,Siuslaw NF,,2000-2009,2005,R6_2005503,P071 05-06,Plagla,1,1,5/27/2005,108.8,UMN_RAL,,
3150,6,2008,C2CMaryPB,C2CMaryP,,Siuslaw NF,,2000-2009,2008,R6_2008020,P004 08-09,Plagla,1,1,7/7/2008,123.42,UMN_RAL,,
1756,6,2011,52365 41 41,1106044,,Siuslaw NF,Drift Creek Wilderness,2010-2019,2011,R6_2011028,P051 11-12,Hypent,1,1,6/23/2011,185.12,UMN_RAL,,
1775,6,2005,55871 41 41,1108052,,Siuslaw NF,,2000-2009,2005,R6_2005184,P071 05-06,Plagla,1,1,5/16/2005,195.5,UMN_RAL,,
1634,6,2011,90190 41 39,1094036,,Siuslaw NF,Rock Creek Wilderness,2010-2019,2011,R6_2011026,P051 11-12,Hypina,1,1,6/22/2011,236.38,UMN_RAL,,
3898,6,2005,OD-4,OD-4,,Siuslaw NF,,2000-2009,2005,R6_2005479,P071 05-06,Plagla,1,1,5/23/2005,260.1,UMN_RAL,,
929,6,2007,51642 41 29,1036096,,Umpqua NF,,2000-2009,2007,R6_2007005,P072 07-08,Plagla,1,1,8/17/2007,62.94,UMN_RAL,,
1093,6,2007,90751 41 19,1056116,,Umpqua NF,,2000-2009,2007,R6_2007044,P072 07-08,Alesar,2,1,8/14/2007,66.52,UMN_RAL,,
2551,6,2007,55857 41 19,1056140,,Umpqua NF,,2000-2009,2007,R6_2007037,P072 07-08,Alesar,1,1,8/15/2007,78.35,UMN_RAL,,
1065,6,2010,55289 41 19,1054108,,Umpqua NF,,2010-2019,2010,R6_2010056,P130  10-11,Plagla,1,1,8/1/2010,78.72,UMN_RAL,,
1100,6,2007,96878 41 19,1056148,,Umpqua NF,,2000-2009,2007,R6_2007019,P072 07-08,Plagla,2,1,8/16/2007,82.16,UMN_RAL,,
988,6,2010,67798 41 19,1044124,,Umpqua NF,Rogue-Umpqua Divide Wilderness,2010-2019,2010,R6_2010051,P130  10-11,Plagla,1,1,8/3/2010,84.19,UMN_RAL,,
1298,6,2007,67504 41 39,1072116,,Umpqua NF,,2000-2009,2007,R6_2007009,P072 07-08,Plagla,1,1,8/13/2007,84.57,UMN_RAL,,
1023,6,2010,69412 41 19,1050108,,Umpqua NF,,2010-2019,2010,R6_2010052,P130  10-11,Plagla,1,2,8/2/2010,85.9,UMN_RAL,,
1023,6,2010,69412 41 19,1050108,,Umpqua NF,,2010-2019,2010,R6_2010070,P130  10-11,Plagla,2,1,8/2/2010,89.33,UMN_RAL,,
2541,6,2007,87233 41 19,1052112,,Umpqua NF,,2000-2009,2007,R6_2007048,P072 07-08,Hypent,1,1,8/16/2007,89.92,UMN_RAL,,
1371,6,2010,56218 41 39,1076120,,Umpqua NF,,2010-2019,2010,R6_2010073,P130  10-11,Plagla,1,1,8/8/2010,92.42,UMN_RAL,,
1371,6,2010,56218 41 39,1076120,,Umpqua NF,,2010-2019,2010,R6_2010073,P130  10-11,Plagla,1,2,8/8/2010,92.42,UMN_RAL,,
108035,6,2017,67504 41 39,1072116,,Umpqua NF,,2010-2019,2017,R6_2017150,P064 17-18,Plagla,1,1,6/5/2017,92.674,UMN_RAL,,
1137,6,2007,58027 41 19,1060116,,Umpqua NF,,2000-2009,2007,R6_2007020,P072 07-08,Plagla,1,1,8/15/2007,97.14,UMN_RAL,,
1186,6,2007,72122 41 39,1064120,,Umpqua NF,,2000-2009,2007,R6_2007030,P072 07-08,Alesar,1,1,8/14/2007,98.02,UMN_RAL,,
1213,6,2010,99805 41 39,1066124,,Umpqua NF,,2010-2019,2010,R6_2010080,P130  10-11,Plagla,2,1,8/9/2010,101.19,UMN_RAL,,
108036,6,2017,71033 41 39,1074116,,Umpqua NF,,2010-2019,2017,R6_2017156,P064 17-18,Plagla,1,1,6/5/2017,102.626,UMN_RAL,,
1090,6,2007,55251 41 19,1056108,,Umpqua NF,,2000-2009,2007,R6_2007004,P072 07-08,Plagla,2,1,8/16/2007,105.76,UMN_RAL,,
1137,6,2007,58027 41 19,1060116,,Umpqua NF,,2000-2009,2007,R6_2007053,P072 07-08,Hypina,1,1,8/15/2007,106.31,UMN_RAL,,
5704,6,2017,59213 41 19,1052116,,Umpqua NF,,2010-2019,2017,R6_2017215,P064 17-18,Plagla,1,1,6/1/2017,106.378,UMN_RAL,,
108023,6,2017,55857 41 19,1056140,,Umpqua NF,,2010-2019,2017,R6_2017078,P064 17-18,Plagla,1,1,5/30/2017,107.983,UMN_RAL,,
1186,6,2007,72122 41 39,1064120,,Umpqua NF,,2000-2009,2007,R6_2007022,P072 07-08,Plagla,2,1,8/14/2007,109.14,UMN_RAL,,
1186,6,2007,72122 41 39,1064120,,Umpqua NF,,2000-2009,2007,R6_2007013,P072 07-08,Plagla,1,1,8/14/2007,110.93,UMN_RAL,,
1213,6,2010,99805 41 39,1066124,,Umpqua NF,,2010-2019,2010,R6_2010081,P130  10-11,Plagla,1,1,8/9/2010,112.02,UMN_RAL,,
108032,6,2017,72192 41 39,1064116,,Umpqua NF,,2010-2019,2017,R6_2017077,P064 17-18,Plagla,1,1,6/2/2017,117.698,UMN_RAL,,
1072,6,2007,99733 41 19,1054136,,Umpqua NF,,2000-2009,2007,R6_2007014,P072 07-08,Plagla,1,1,8/15/2007,117.83,UMN_RAL,,
1339,6,2007,68704 41 39,1074120,,Umpqua NF,,2000-2009,2007,R6_2007023,P072 07-08,Alesar,1,1,8/13/2007,119.55,UMN_RAL,,
1097,6,2010,57996 41 19,1056136,,Umpqua NF,,2010-2019,2010,R6_2010062,P130  10-11,Plagla,1,1,8/4/2010,121.53,UMN_RAL,,
1050,6,2010,99659 41 19,1052120,,Umpqua NF,,2010-2019,2010,R6_2010060,P130  10-11,Plagla,1,1,8/4/2010,124.08,UMN_RAL,,
1100,6,2007,96878 41 19,1056148,,Umpqua NF,,2000-2009,2007,R6_2007002,P072 07-08,Plagla,1,1,8/16/2007,126.53,UMN_RAL,,
1100,6,2007,96878 41 19,1056148,,Umpqua NF,,2000-2009,2007,R6_2007002,P072 07-08,Plagla,1,2,8/16/2007,126.93,UMN_RAL,,
1050,6,2010,99659 41 19,1052120,,Umpqua NF,,2010-2019,2010,R6_2010060,P130  10-11,Plagla,1,2,8/4/2010,128.04,UMN_RAL,,
1337,6,2007,71033 41 39,1074116,,Umpqua NF,,2000-2009,2007,R6_2007052,P072 07-08,Hypina,1,1,8/13/2007,130,UMN_RAL,,
1184,6,2007,72192 41 39,1064116,,Umpqua NF,,2000-2009,2007,R6_2007041,P072 07-08,Alesar,2,1,8/14/2007,130.03,UMN_RAL,,
1126,6,2007,60927 41 19,1058144,,Umpqua NF,,2000-2009,2007,R6_2007034,P072 07-08,Alesar,1,1,8/15/2007,131.45,UMN_RAL,,
1117,6,2007,78152 41 19,1058116,,Umpqua NF,,2000-2009,2007,R6_2007058,P072 07-08,Lobpul,2,1,8/14/2007,132.43,UMN_RAL,,
1184,6,2007,72192 41 39,1064116,,Umpqua NF,,2000-2009,2007,R6_2007041,P072 07-08,Alesar,2,2,8/14/2007,135.47,UMN_RAL,,
5911,6,2018,58256 41 19,58256 41 19,1052132,Umpqua NF,,2010-2019,2018,R6_2018020,P089 18-19,Plagla,1,1,43320,136.83,UMN_RAL,,
1048,6,2007,59213 41 19,1052116,,Umpqua NF,,2000-2009,2007,R6_2007018,P072 07-08,Plagla,1,1,8/16/2007,138.68,UMN_RAL,,
1190,6,2007,86218 41 19,1064128,,Umpqua NF,,2000-2009,2007,R6_2007012,P072 07-08,Plagla,1,2,8/14/2007,138.75,UMN_RAL,,
1190,6,2007,86218 41 19,1064128,,Umpqua NF,,2000-2009,2007,R6_2007012,P072 07-08,Plagla,1,1,8/14/2007,142.62,UMN_RAL,,
964,6,2009,87116 41 19,1040100,,Umpqua NF,,2000-2009,2009,R6_2009027,P084 09-10,Plagla,2,1,7/29/2009,145.0254427,UMN_RAL,,
1011,6,2007,74719 41 19,1048120,,Umpqua NF,,2000-2009,2007,R6_2007061,P072 07-08,Plagla,1,2,8/17/2007,145.97,UMN_RAL,,
1011,6,2007,74719 41 19,1048120,,Umpqua NF,,2000-2009,2007,R6_2007061,P072 07-08,Plagla,1,1,8/17/2007,146.09,UMN_RAL,,
976,6,2010,98011 41 19,1042108,,Umpqua NF,,2010-2019,2010,R6_2010050,P130  10-11,Plagla,1,1,8/3/2010,146.11,UMN_RAL,,
5887,6,2018,87116 41 19,87116 41 19,1040100,Umpqua NF,,2010-2019,2018,R6_2018003,P089 18-19,Plagla,1,1,43373,149.43,UMN_RAL,,
5902,6,2018,78778 41 19,78778 41 19,1050104,Umpqua NF,,2010-2019,2018,R6_2018001,P089 18-19,Plagla,1,2,43370,150.17,UMN_RAL,,
2559,6,2010,89865 41 19,1062128,,Umpqua NF,Boulder Creek Wilderness,2010-2019,2010,R6_2010079,P130  10-11,Plagla,1,1,8/9/2010,153.39,UMN_RAL,,
5902,6,2018,78778 41 19,78778 41 19,1050104,Umpqua NF,,2010-2019,2018,R6_2018001,P089 18-19,Plagla,1,1,43370,153.66,UMN_RAL,,
1261,6,2007,66133 41 39,1070116,,Umpqua NF,,2000-2009,2007,R6_2007011,P072 07-08,Plagla,1,1,8/13/2007,156.62,UMN_RAL,,
1031,6,2010,96135 41 19,1050132,,Umpqua NF,Rogue-Umpqua Divide Wilderness,2010-2019,2010,R6_2010064,P130  10-11,Plagla,2,1,8/5/2010,158.38,UMN_RAL,,
5950,6,2018,68360 41 39,68360 41 39,1072124,Umpqua NF,,2010-2019,2018,R6_2018004,P089 18-19,Plagla,1,1,43305,164.55,UMN_RAL,,
1057,6,2010,89906 41 19,1052140,,Umpqua NF,,2010-2019,2010,R6_2010068,P130  10-11,Plagla,1,1,8/5/2010,167.58,UMN_RAL,,
1127,6,2010,79497 41 19,1058148,,Umpqua NF,,2010-2019,2010,R6_2010074,P130  10-11,Plagla,1,1,8/10/2010,195.88,UMN_RAL,,
5934,6,2018,87661 41 19,87661 41 19,1060144,Umpqua NF,,2010-2019,2018,R6_2018049,P089 18-19,Plagla,1,1,43248,199.5,UMN_RAL,,
5944,6,2018,86218 41 19,86218 41 19,1064128,Umpqua NF,,2010-2019,2018,R6_2018047,P089 18-19,Plagla,1,1,43247,203.78,UMN_RAL,,
5925,6,2018,95421 41 19,95421 41 19,1056156,Umpqua NF,Mt Thielsen,2010-2019,2018,R6_2018065,P089 18-19,Alesar,1,1,43321,214.69,UMN_RAL,,
988,6,2010,67798 41 19,1044124,,Umpqua NF,Rogue-Umpqua Divide Wilderness,2010-2019,2010,R6_2010051,P130  10-11,Plagla,1,1,8/3/2010,224.08,UMN_RAL,,
1141,6,2009,68055 41 19,1060124,,Umpqua NF,Boulder Creek Wilderness,2000-2009,2009,R6_2009035,P084 09-10,Plagla,2,1,7/25/2009,227.4049401,UMN_RAL,,
1013,6,2007,64882 41 19,1048124,,Umpqua NF,,2000-2009,2007,R6_2007026,P072 07-08,Alesar,1,1,8/17/2007,229.7,UMN_RAL,,
1298,6,2007,67504 41 39,1072116,,Umpqua NF,,2000-2009,2007,R6_2007054,P072 07-08,Hypina,1,2,8/13/2007,237.18,UMN_RAL,,
1013,6,2007,64882 41 19,1048124,,Umpqua NF,,2000-2009,2007,R6_2007026,P072 07-08,Alesar,1,2,8/17/2007,238.18,UMN_RAL,,
1298,6,2007,67504 41 39,1072116,,Umpqua NF,,2000-2009,2007,R6_2007054,P072 07-08,Hypina,1,1,8/13/2007,239.27,UMN_RAL,,
1031,6,2010,96135 41 19,1050132,,Umpqua NF,Rogue-Umpqua Divide Wilderness,2010-2019,2010,R6_2010067,P130  10-11,Plagla,1,1,8/5/2010,245.34,UMN_RAL,,
1078,6,2007,83036 41 19,1054152,,Umpqua NF,,2000-2009,2007,R6_2007029,P072 07-08,Alesar,1,1,8/15/2007,250.68,UMN_RAL,,
1027,6,2007,58586 41 19,1050120,,Umpqua NF,,2000-2009,2007,R6_2007067,P072 07-08,Plagla,1,1,8/17/2007,273.1,UMN_RAL,,
1027,6,2007,58586 41 19,1050120,,Umpqua NF,,2000-2009,2007,R6_2007067,P072 07-08,Plagla,1,2,8/17/2007,277.96,UMN_RAL,,
1184,6,2007,72192 41 39,1064116,,Umpqua NF,,2000-2009,2007,R6_2007008,P072 07-08,Plagla,1,1,8/14/2007,309.64,UMN_RAL,,
1090,6,2007,55251 41 19,1056108,,Umpqua NF,,2000-2009,2007,R6_2007038,P072 07-08,Alesar,1,1,8/16/2007,355.51,UMN_RAL,,
1161,6,2007,98674 41 19,1062120,,Umpqua NF,,2000-2009,2007,R6_2007064,P072 07-08,Plagla,1,1,8/14/2007,358.18,UMN_RAL,,
1261,6,2007,66133 41 39,1070116,,Umpqua NF,,2000-2009,2007,R6_2007049,P072 07-08,Hypina,1,1,8/13/2007,395.16,UMN_RAL,,
1337,6,2007,71033 41 39,1074116,,Umpqua NF,,2000-2009,2007,R6_2007031,P072 07-08,Alesar,1,1,8/13/2007,415.28,UMN_RAL,,
1337,6,2007,71033 41 39,1074116,,Umpqua NF,,2000-2009,2007,R6_2007031,P072 07-08,Alesar,2,1,8/13/2007,438.39,UMN_RAL,,
1048,6,2007,59213 41 19,1052116,,Umpqua NF,,2000-2009,2007,R6_2007040,P072 07-08,Alesar,2,1,8/16/2007,446.39,UMN_RAL,,
1139,6,2007,97559 41 19,1060120,,Umpqua NF,,2000-2009,2007,R6_2007032,P072 07-08,Alesar,1,1,8/14/2007,798.84,UMN_RAL,,
1139,6,2007,97559 41 19,1060120,,Umpqua NF,,2000-2009,2007,R6_2007032,P072 07-08,Alesar,1,2,8/14/2007,813.53,UMN_RAL,,
3156,6,2008,C2CSewPC,C2CSewP,,Urban area,,2000-2009,2008,R6_2008018,P004 08-09,Plagla,1,1,7/23/2008,77.08,UMN_RAL,,
3136,6,2008,C2CForPkC,C2CForPk,,Urban area,,2000-2009,2008,R6_2008013,P004 08-09,Plagla,1,1,7/24/2008,102.18,UMN_RAL,,
3136,6,2008,C2CForPkC,C2CForPk,,Urban area,,2000-2009,2008,R6_2008009,P004 08-09,Plagla,2,1,7/24/2008,110.68,UMN_RAL,,
4112,6,2010,Starkey6,Starkey6,,Wallowa-Whitman NF,,2010-2019,2010,R6_2010087,P130  10-11,Plagla,1,1,8/15/2010,72.97,UMN_RAL,,
3642,6,2010,Klop1,Klop1,,Wallowa-Whitman NF,,2010-2019,2010,R6_2010106,P130  10-11,Xancum,1,1,8/16/2010,75.52,UMN_RAL,,
3644,6,2010,Klop1/4,Klop1/4,,Wallowa-Whitman NF,,2010-2019,2010,R6_2010107,P130  10-11,Xancum,1,1,8/17/2010,77.74,UMN_RAL,,
3480,6,2010,HCDam,HCDam,,Wallowa-Whitman NF,Hells Canyon Wilderness,2010-2019,2010,R6_2010101,P130  10-11,Xancum,1,1,8/20/2010,88.2,UMN_RAL,,
3480,6,2010,HCDam,HCDam,,Wallowa-Whitman NF,Hells Canyon Wilderness,2010-2019,2010,R6_2010102,P130  10-11,Xancum,2,1,8/20/2010,106.67,UMN_RAL,,
2121,6,2010,56550 41 63,1148416,,Wallowa-Whitman NF,Eagle Cap Wilderness,2010-2019,2010,R6_2010086,P130  10-11,Letvul,1,1,8/20/2010,199.31,UMN_RAL,,
1896,6,2011,84747 41 23,1126368,,Wallowa-Whitman NF,North Fork John Day Wilderness,2010-2019,2011,R6_2011102,P051 11-12,Letvul,1,1,8/8/2011,252.87,UMN_RAL,,
2071,6,2010,85546 41 61,1144404,,Wallowa-Whitman NF,Eagle Cap Wilderness,2010-2019,2010,R6_2010090,P130  10-11,Letvul,1,1,8/16/2010,254.92,UMN_RAL,,
106863,6,2013,84067 41 61,1146404,,Wallowa-Whitman NF,Eagle Cap Wilderness,2010-2019,2013,R6_2013131,P045 13-14,Letvul,1,1,7/16/2013,289.69,UMN_RAL,,
2118,6,2009,81511 41 63,1148404,,Wallowa-Whitman NF,Eagle Cap Wilderness,2000-2009,2009,R6_2009055,P084 09-10,Letvul,1,1,8/4/2009,301.7385967,UMN_RAL,,
2025,6,2008,99588 41 61,1140408,,Wallowa-Whitman NF,Eagle Cap Wilderness,2000-2009,2008,R6_2008166,P004 08-09,Letvul,1,1,8/16/2008,354.1,UMN_RAL,,
4110,6,2010,Starkey5,Starkey5,,Wallowa-Whitman NF,,2010-2019,2010,R6_2010091,P130  10-11,Letvul,1,1,8/15/2010,413.03,UMN_RAL,,
