ID,TaxLevel,Lifeform,Morphology,Habit,Symbiont,fxlgp,TaxStatus,Synonym,CurrentSciName22chklst,CurrentAuth,ChcklstRemrks,NewSciCode,R6Scicode,FIANumCode,FIAAlphaCode,FIA Sci,NRCS Symbol,Common Name,Notes,Family,fxlgpcode,S_e_class,S_e_occ,S_e_max,S_e_CL =80+,S_e_50+,S_e_10+,S_w_class,S_w_occ,S_w_max,S_w_CL =80+,S_w_50+ w,S_w_10+ ,N_e_class ,N_e_occ,N_e_max,N_e_CL =80+,N_e_50+,N_e_10+,N_w_class,N_w_occ,N_w_max,N_w_CL =80+,N_w_50+,N_w_10+,consrv_stat,consrv_stat_link
103,Species,Microlichen,Crustose,,Alga,,Current,Acarospora molybdina,Acarospora molybdina,(Wahlenb.) Trevisan,,Acamol,Acamol,,,,ACMO6,molybdenum cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.125830/Acarospora_molybdina
104,Species,Saprophytic fungus,,,,,Current,Acarospora nashii,Acarospora nashii,K. Knudsen,,Acanas,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Species,Microlichen,Crustose,,Alga,,Current,Acarospora nevadensis,Acarospora nevadensis,H. Magn.,,Acanev,,,,,ACNE7,Nevada cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora caesiofusca,Acarospora nicolai,B. de Lesd.,,Acacae,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Species,Microlichen,Crustose,,Alga,,Current,Acarospora nicolai,Acarospora nicolai,B. de Lesd.,,Acanic,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora geogena,Acarospora nodulosa,(Dufour) Hue,,Acageo,Acanod,,,,ACNO6,nodule cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,"G5, T4",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1036364/Acarospora_nodulosa
109,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora geophila,Acarospora nodulosa,(Dufour) Hue,,Acageo1,Acanod,,,,ACNO6,nodule cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,"G5, T4",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1036364/Acarospora_nodulosa
110,Species,Microlichen,Crustose,,Alga,,Current,Acarospora nodulosa,Acarospora nodulosa,(Dufour) Hue,,Acanod,Acanod,,,,ACNO6,nodule cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,"G5, T4",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1036364/Acarospora_nodulosa
111,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora nodulosa var. reagens,Acarospora nodulosa,(Dufour) Hue,,Acanod1,Acanod,,,,ACNO6,nodule cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,"G5, T4",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1036364/Acarospora_nodulosa
112,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora reagens,Acarospora nodulosa,(Dufour) Hue,,Acarea,Acanod,,,,ACNO6,nodule cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,"G5, T4",https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1036364/Acarospora_nodulosa
113,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora incertula,Acarospora novomexicana,H. Magn.,,Acainc,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Species,Microlichen,Crustose,,Alga,,Current,Acarospora novomexicana,Acarospora novomexicana,H. Magn.,,Acanov,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora asperata,Acarospora obnubila,H. Magn.,,Acaasp1,,,,,ACOB4,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Species,Microlichen,Crustose,,Alga,,Current,Acarospora obnubila,Acarospora obnubila,H. Magn.,,Acaobn,,,,,ACOB4,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora carnegiei,Acarospora obpallens,(Nyl.) Zahlbr.,,Acacar,Acaobp,,,,ACOB5,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora instrata,Acarospora obpallens,(Nyl. ex Hasse) Zahlbr.,,Acains,Acaobp,,,,ACOB5,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Species,Microlichen,Crustose,,Alga,,Current,Acarospora obpallens,Acarospora obpallens,(Nyl.) Zahlbr.,,Acaobp,Acaobp,,,,ACOB5,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora tusconensis,Acarospora obpallens,(Nyl. ex Hasse) Zahlbr.,,Acatus,Acaobp,,,,ACOB5,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Species,Microlichen,Crustose,,Alga,,Synonym,Lecanora obpallens,Acarospora obpallens,(Nyl.) Zahlbr.,,Lecobp,Acaobp,,,,ACOB5,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora glebosa,Acarospora oligospora,(Nyl.) Arnold,,Acagle,Acaoli,,,,ACOL,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,GU,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.127751/Acarospora_oligospora
123,Species,Microlichen,Crustose,,Alga,,Current,Acarospora oligospora,Acarospora oligospora,(Nyl.) Arnold,,Acaoli,Acaoli,,,,ACOL,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,GU,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.127751/Acarospora_oligospora
124,Species,Microlichen,Crustose,,Alga,,Current,Acarospora orcuttii,Acarospora orcuttii,K. Knudsen,,Acaorc,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Species,Microlichen,Crustose,,Alga,,Current,Acarospora oreophila,Acarospora oreophila,K. Knudsen,,Acaore,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Species,Microlichen,Crustose,,Alga,,Current,Acarospora peliscypha,Acarospora peliscypha,Th. Fr.,,Acapel,,,,,ACPE6,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G3,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.125355/Acarospora_peliscypha
127,Species,Microlichen,Crustose,,Alga,,Current,Acarospora piedmontensis,Acarospora piedmontensis,K. Knudsen,,Acapie,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Species,Microlichen,Crustose,,Alga,,MisID NAm,Acarospora pyrenopsoides,Acarospora pyrenopsoides,H. Magn.,Misidentification for N. A.,Acapyr,,,,,ACPY2,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora bella,Acarospora rhabarbarina,Hue,,Acabel,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Species,Microlichen,Crustose,,Alga,,MisID NAm,Acarospora rhabarbarina,Acarospora rhabarbarina,Hue,Misidentification for N. A.,Acarha,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Species,Microlichen,Crustose,,Alga,,Current,Acarospora robiniae,Acarospora robiniae,K. Knudsen,,Acarob,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Species,Microlichen,Crustose,,Alga,,Current,Acarospora rosulata,Acarospora rosulata,(Th. Fr.) H. Magn.,,Acaros,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Species,Microlichen,Crustose,,Alga,,Current,Acarospora rouxii,Acarospora rouxii,"K. Knudsen, Elix & Reeb",,Acarou,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora montana,Acarospora rugulosa,Körber,,Acamon,,,,,ACRU5,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.123623/Acarospora_rugulosa
135,Species,Microlichen,Crustose,,Alga,,Current,Acarospora rugulosa,Acarospora rugulosa,Körber,,Acarug,,,,,ACRU5,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.123623/Acarospora_rugulosa
136,Species,Microlichen,Crustose,,Alga,,Current,Acarospora saepincola,Acarospora saepincola,H. Magn.,,Acasae,,,,,ACSA6,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora dissipata,Acarospora schleicheri,(Ach.) A. Massal.,,Acadis1,Acasch,,,,ACSC5,Schleicher's cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora ocellata,Acarospora schleicheri,(Ach.) A. Massal.,,Acaoce,Acasch,,,,ACSC5,Schleicher's cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Species,Microlichen,Crustose,,Alga,,Current,Acarospora schleicheri,Acarospora schleicheri,(Ach.) A. Massal.,,Acasch,Acasch,,,,ACSC5,Schleicher's cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora subcontigua,Acarospora schleicheri,(Ach.) A. Massal.,,Acasub1,Acasch,,,,ACSC5,Schleicher's cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Species,Microlichen,Crustose,,Alga,,Current,Acarospora scotica,Acarospora scotica,Hue,,Acasco,,,,,ACSC6,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Species,Microlichen,Crustose,,Alga,,Current,Acarospora sinopica,Acarospora sinopica,(Wahlenb.) Körber,,Acasin,Acasin,,,,ACSI4,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.126396/Acarospora_sinopica
143,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora rufescens,Acarospora smaragdula,(Wahlenb.) A. Massal.,,Acaruf,,,,,ACSM2,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora subrufula,Acarospora smaragdula,(Wahlenb.) A. Massal.,Acarospora subrufula auct.,Acasub13,,,,,ACSM2,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora amabilis,Acarospora socialis,H. Magn.,,Acaama,Acasoc,,,,ACSO2,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora evoluta,Acarospora socialis,H. Magn.,,Acaevo,Acarad,,,,ACSO2,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora intercedens,Acarospora socialis,H. Magn.,,Acaint1,Acarad,,,,ACSO2,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora radicata,Acarospora socialis,H. Magn.,,Acarad,Acarad,,,,ACSO2,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora rimulosa,Acarospora socialis,H. Magn.,,Acarim,Acarad,,,,ACSO2,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Species,Microlichen,Crustose,,Alga,,Current,Acarospora socialis,Acarospora socialis,H. Magn.,,Acasoc,Acarad,,,,ACSO2,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora subalbida,Acarospora socialis,H. Magn.,,Acasub,Acarad,,,,ACSO2,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Species,Microlichen,Crustose,,Alga,,Current,Acarospora sparsa,Acarospora sparsa,H. Magn.,,Acaspa,,,,,ACSP6,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Species,Microlichen,Crustose,,Alga,,Current,Acarospora sphaerosperma,Acarospora sphaerosperma,R. C. Harris & K. Knudsen,,Acasph,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Species,Fungus of uncertain status,,,,,Current,Acarospora stapfiana,Acarospora stapfiana,(Müll. Arg.) Hue,Fungus which is questionably or weakly lichen-forming; or algicolous/saprophytic; or parasitic when young but saprophytic or lichen-forming when mature; or lichenicolous lichens.,Acasta,Acasta,,,,ACST2,cracked fungus,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora nigromarginata,Acarospora strigata,(Nyl.) Jatta,,Acanig,Acastr,,,,ACST3,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1036369/Acarospora_strigata
156,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora peltastica,Acarospora strigata,(Nyl.) Jatta,,Acapel1,Acastr,,,,ACST3,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1036369/Acarospora_strigata
157,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora peltata,Acarospora strigata,(Nyl.) Jatta,,Acapel12,Acastr,,,,ACST3,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1036369/Acarospora_strigata
158,Species,Microlichen,Crustose,,Alga,,Current,Acarospora strigata,Acarospora strigata,(Nyl.) Jatta,,Acastr,Acastr,,,,ACST3,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1036369/Acarospora_strigata
159,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora utahensis,Acarospora strigata,(Nyl.) Jatta,,Acauta,Acastr,,,,ACST3,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1036369/Acarospora_strigata
160,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora interspersa,Acarospora succedens,H. Magn.,,Acaint14,,,,,ACSU5,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Species,Fungus of uncertain status,,,,,Current,Acarospora succedens,Acarospora succedens,H. Magn.,Fungus which is questionably or weakly lichen-forming; or algicolous/saprophytic; or parasitic when young but saprophytic or lichen-forming when mature; or lichenicolous lichens.,Acasuc,,,,,ACSU5,cracked fungus,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Species,Microlichen,Crustose,,Alga,,Current,Acarospora superfusca,Acarospora superfusca,H. Magn.,,Acasup,Acaame,,,,ACAM5,American cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora interposita,Acarospora thamnina,(Tuck.) Herre,,Acaint13,Acatha,,,,ACTH4,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Species,Microlichen,Crustose,,Alga,,Current,Acarospora thamnina,Acarospora thamnina,(Tuck.) Herre,,Acatha,Acatha,,,,ACTH4,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora thermophila,Acarospora thamnina,(Tuck.) Herre,,Acathe1,Acatha,,,,ACTH4,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora pleiospora,Acarospora thelococcoides,(Nyl.) Zahlbr.,,Acaple,,,,,ACTH5,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora pleistospora,Acarospora thelococcoides,(Nyl.) Zahlbr.,,Acaple1,,,,,ACTH5,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Species,Microlichen,Crustose,,Alga,,Current,Acarospora thelococcoides,Acarospora thelococcoides,(Nyl.) Zahlbr.,,Acathe,,,,,ACTH5,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Species,Microlichen,Crustose,,Alga,,Synonym,Lecanora pleiospora,Acarospora thelococcoides,(Nyl.) Zahlbr.,,Lecple,,,,,ACTH5,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Species,Microlichen,Crustose,,Alga,,Synonym,Lecanora pleistospora,Acarospora thelococcoides,(Nyl.) Zahlbr.,,Lecple1,,,,,ACTH5,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Species,Microlichen,Crustose,,Alga,,Synonym,Lecanora thelococcoides,Acarospora thelococcoides,(Nyl.) Zahlbr.,,Lecthe,,,,,ACTH5,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Species,Microlichen,Crustose,,Alga,,Current,Acarospora toensbergii,Acarospora toensbergii,K. Knudsen & Kocourk.,,Acatoe,,,,,,Toensberg's cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Species,Microlichen,Crustose,,Alga,,Current,Acarospora tongleti,Acarospora tongleti,Hue,,Acaton,,,,,ACTO4,Tonglet's cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora variegata,Acarospora tongleti,Hue,,Acavar,,,,,ACTO4,Tonglet's cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Species,Microlichen,Crustose,,Alga,,Current,Acarospora umbilicata,Acarospora umbilicata,Bagl.,,Acaumb,,,,,,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora applanata,Acarospora veronensis,A. Massal.,,Acaapp,Acaver,,,,ACVE4,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G5,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1036347/Acarospora_veronensis
177,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora obscura,Acarospora veronensis,A. Massal.,,Acaobs,Acaver,,,,ACVE4,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G5,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1036347/Acarospora_veronensis
178,Species,Microlichen,Crustose,,Alga,,Synonym,Acarospora tenebrica,Acarospora veronensis,A. Massal.,,Acaten,Acaver,,,,ACVE4,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G5,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1036347/Acarospora_veronensis
179,Species,Microlichen,Crustose,,Alga,,Current,Acarospora veronensis,Acarospora veronensis,A. Massal.,,Acaver,Acaver,,,,ACVE4,cracked lichen,,Acarosporaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G5,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.1036347/Acarospora_veronensis
180,Genus,Microlichen,Crustose,,Alga,,Current,Acolium,Acolium,(Ach.) Gray,,Acolium,,,,,,acolium lichen,,Caliciaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Species,Microlichen,Crustose,,Alga,,Current,Acolium chloroconium,Acolium chloroconium,Tuck.,,Acochl,,,,,CYCH6,acolium lichen,,Caliciaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Species,Microlichen,Crustose,,Alga,,Synonym,Cyphelium chloroconium,Acolium chloroconium,Tuck.,,Cypchl,,,,,CYCH6,acolium lichen,,Caliciaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Species,Microlichen,Crustose,,Alga,,Current,Acolium inquinans,Acolium inquinans,(Sm.) A. Massal.,,Acoinq,,,,,,acolium lichen,,Caliciaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G3,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.125124/Acolium_inquinans
184,Species,Microlichen,Crustose,,Alga,,Synonym,Acolium tympanellum,Acolium inquinans,(Sm.) A. Massal.,,Acotym,,,,,,acolium lichen,,Caliciaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G3,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.125124/Acolium_inquinans
185,Species,Microlichen,Crustose,,Alga,,Synonym,Cyphelium inquinans,Acolium inquinans,(Sm.) A. Massal.,,Cypinq,Cypinq,,,,CYIN10,acolium lichen,,Caliciaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G3,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.125124/Acolium_inquinans
186,Species,Microlichen,Crustose,,Alga,,Synonym,Cyphelium ventricosulum,Acolium inquinans,(Sm.) A. Massal.,,Cypven,Cypinq,,,,CYIN10,acolium lichen,,Caliciaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G3,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.125124/Acolium_inquinans
187,Species,Microlichen,Crustose,,Alga,,Current,Acolium karelicum,Acolium karelicum,(Vainio) M. Prieto & Wedin,,Acokar,,,,,CYKA10,acolium lichen,,Caliciaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Species,Microlichen,Crustose,,Alga,,Synonym,Cyphelium karelicum,Acolium karelicum,(Vainio) M. Prieto & Wedin,,Cypkar,Cypkar,,,,CYKA10,acolium lichen,,Caliciaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Species,Lichenicolous fungus,,Lichenicolous,,,Current,Acolium sessile,Acolium sessile,(Pers.) Arnold,,Acoses,,,,,CYSE8,acolium lichen,,Caliciaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Species,Lichenicolous fungus,,Lichenicolous,,,Synonym,Cyphelium sessile,Acolium sessile,(Pers.) Arnold,,Cypses,,,,,CYSE8,sessile acolium lichenicolous fungus,,Caliciaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Genus,Lichenicolous fungus,,Lichenicolous,,,Current,Acremonium,Acremonium,Acremonium,,Acremonium,Acremonium,,,,,acremonium lichenicolous fungus,,Hypocreales_family_incertae_sedis,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Species,Lichenicolous fungus,,Lichenicolous,,,Current,Acremonium strictum,Acremonium strictum,W. Gams,,Acrstr,,,,,,acremonium lichenicolous fungus,,Hypocreales_family_incertae_sedis,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Genus,Microlichen,Crustose,,,,Current,Acrocordia,Acrocordia,A. Massal.,,Acrocordia,Acrocordia,,,,ACROC3,acrocordia lichen,,Monoblastiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Species,Microlichen,Crustose,,,,Current,Acrocordia cavata,Acrocordia cavata,(Ach.) R. C. Harris,,Acrcav,Acrcav,,,,ACCA18,acrocordia lichen,,Monoblastiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Species,Microlichen,Crustose,,,,Synonym,Arthopyrenia cavata,Acrocordia cavata,(Ach.) R. C. Harris,,Artcav,Acrcav,,,,ACCA18,acrocordia lichen,,Monoblastiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Species,Microlichen,Crustose,,,,Current,Acrocordia conoidea,Acrocordia conoidea,(Fr.) Körber,,Acrcon,,,,,ACCO12,acrocordia lichen,,Monoblastiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.126749/Acrocordia_conoidea
197,Species,Microlichen,Crustose,,,,Synonym,Arthopyrenia conoidea,Acrocordia conoidea,(Fr.) Körber,,Artcon14,,,,,ACCO12,acrocordia lichen,,Monoblastiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.126749/Acrocordia_conoidea
198,Species,Microlichen,Crustose,,,,Current,Acrocordia gemmata,Acrocordia gemmata,(Ach.) A. Massal.,,Acrgem,,,,,ACGE5,acrocordia lichen,,Monoblastiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Species,Microlichen,Crustose,,,,Synonym,Arthopyrenia alba,Acrocordia gemmata,(Ach.) A. Massal.,,Artalb14,,,,,ACGE5,acrocordia lichen,,Monoblastiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Species,Microlichen,Crustose,,,,Synonym,Arthopyrenia gemmata,Acrocordia gemmata,(Ach.) A. Massal.,,Artgem,,,,,ACGE5,acrocordia lichen,,Monoblastiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Species,Microlichen,Crustose,,,,Synonym,Arthopyrenia sphaeroides,Acrocordia gemmata,(Ach.) A. Massal.,,Artsph,,,,,ACGE5,acrocordia lichen,,Monoblastiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Species,Microlichen,Crustose,,,,Current,Acrocordia megalospora,Acrocordia megalospora,(Fink) R. C. Harris,,Acrmeg,,,,,ACME4,acrocordia lichen,,Monoblastiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Species,Microlichen,Crustose,,,,Synonym,Arthopyrenia finkii,Acrocordia megalospora,(Fink) R. C. Harris,,Artfin,,,,,ACME4,acrocordia lichen,,Monoblastiaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
