ID,TaxLevel,Lifeform,Morphology,Habit,Symbiont,fxlgp,TaxStatus,Synonym,CurrentSciName22chklst,CurrentAuth,ChcklstRemrks,NewSciCode,R6Scicode,FIANumCode,FIAAlphaCode,FIA Sci,NRCS Symbol,Common Name,Notes,Family,fxlgpcode,S_e_class,S_e_occ,S_e_max,S_e_CL =80+,S_e_50+,S_e_10+,S_w_class,S_w_occ,S_w_max,S_w_CL =80+,S_w_50+ w,S_w_10+ ,N_e_class ,N_e_occ,N_e_max,N_e_CL =80+,N_e_50+,N_e_10+,N_w_class,N_w_occ,N_w_max,N_w_CL =80+,N_w_50+,N_w_10+,consrv_stat,consrv_stat_link
1731,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca groenlandica,Caloplaca groenlandica,Lynge,,Calgro,,,,,CAGR28,Greenland orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,Species,Microlichen,Crustose,,Alga,,MisId NAm,Caloplaca herbidella,Caloplaca herbidella,(Hue) H. Magn.,Misidentification for N. A.,Calher,,,,,CAHE22,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca insularis,Caloplaca insularis,Poelt,,Calins,,,,,CAIN38,island orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca isidiigera,Caloplaca isidiigera,V_zda,,Calisi,,,,,,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca lecanorae,Caloplaca lecanorae,F. Seavey & J. Seavey,,Callec1,,,,,,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca lecanoroides,Caloplaca lecanoroides,Lendemer,,Callec12,,,,,,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca lignicola,Caloplaca lignicola,Wetmore,,Callig,,,,,,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca lithophila,Caloplaca lithophila,H. Magn.,,Callit,Callith,,,,CALI19,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca litoricola,Caloplaca litoricola,Brodo,,Callit1,Callit,,,,CALI17,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca livida,Caloplaca livida,(Hepp) Jatta,,Calliv,Calliv,,,,CALI18,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca microphyllina,Caloplaca microphyllina,(Tuck.) Hasse,,Calmic1,Calmic,,,,CAMI38,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,Species,Microlichen,Crustose,,Alga,,Uncertain,Pyrenodesmia montana,Caloplaca montana,B. de Lesd.,Poorly understood taxon; may eventually be better classified under its synonym,Pyrmon,,,,,,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca neonii,Caloplaca neonii,B. de Lesd.,,Calneo,,,,,CANE16,Neon's orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca neotropica,Caloplaca neotropica,Wetmore,,Calneo1,,,,,CANE29,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca nivalis,Caloplaca nivalis,(Körber) Th. Fr.,,Calniv,,,,,CANI12,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,Species,Microlichen,Crustose,,Alga,,Uncertain,Blastenia novomexicana,Caloplaca novomexicana,Fink,Poorly understood taxon; may eventually be better classified under its synonym,Blanov,,,,,,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca obamae,Caloplaca obamae,K. Knudsen,,Caloba,,,,,,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G1,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.865108/Caloplaca_obamae
1748,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca obesimarginata,Caloplaca obesimarginata,Søchting,,Calobe,,,,,,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,Species,Microlichen,Crustose,,Alga,,Synonym,Apatoplaca oblongula,Caloplaca oblongula,(H. Magn.) Wetmore,,Apaobl,,,,,CAOB13,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca oblongula,Caloplaca oblongula,(H. Magn.) Wetmore,,Calobl1,,,,,CAOB13,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,Species,Microlichen,Crustose,,Alga,,Synonym,Lecidea oblongula,Caloplaca oblongula,(H. Magn.) Wetmore,,Lecobl,,,,,CAOB13,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca obscurella,Caloplaca obscurella,(Körber) Th. Fr.,,Calobs,Calsar,,,,CAOB14,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,Species,Microlichen,Crustose,,Alga,,Synonym,Caloplaca sarcopisioides,Caloplaca obscurella,(Körber) Th. Fr.,,Calsar,Calsar,,,,CAOB14,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca oleicola,Caloplaca oleicola,(Steiner) van den Boom & Breuss,,Calole,,,,,,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca oregona,Caloplaca oregona,H. Magn.,,Calore,Calore,,,,CAOR17,Oregon orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca parvula,Caloplaca parvula,Wetmore,,Calpar12,,,,,CAPA77,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G1,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.125218/Caloplaca_parvula
1757,Species,Microlichen,Crustose,,Alga,,MisID NAm,Caloplaca paulsenii,Caloplaca paulsenii,(Vainio) Zahlbr.,Misidentification for N. A.,Calpau,,,,,,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca peliophylla,Caloplaca peliophylla,(Tuck.) Zahlbr.,,Calpel,Calpel,,,,CAPE28,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,Species,Macrolichen,Squamulose,Saxicolous,Alga,,Synonym,Caloplaca amabilis,Caloplaca pellodella,(Nyl.) Hasse,,Calama,Calpel,,,,,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.123182/Caloplaca_pellodella
1760,Species,Macrolichen,Squamulose,Saxicolous,Alga,,Current,Caloplaca pellodella,Caloplaca pellodella,(Nyl.) Hasse,,Calpel1,Calpel,,,,,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.123182/Caloplaca_pellodella
1761,Species,Macrolichen,Squamulose,Saxicolous,Alga,,Synonym,Pyrenodesmia elaeodes,Caloplaca pellodella,(Nyl.) Hasse,,Pyrela,Calpel,,,,,orange lichen,on rock,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.123182/Caloplaca_pellodella
1762,Species,Microlichen,Crustose,,Alga,,Synonym,Caloplaca caesiorufella,Caloplaca phaeocarpella,(Nyl.) Zahlbr.,,Calcae,,,,,CAPH9,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca phaeocarpella,Caloplaca phaeocarpella,(Nyl.) Zahlbr.,,Calpha,,,,,CAPH9,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca phyllidizans,Caloplaca phyllidizans,Wetmore,,Calphy,,,,,,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca pinicola,Caloplaca pinicola,H. Magn.,,Calpin12,Calpin,,,,CAPI15,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca pollinii,Caloplaca pollinii,(A. Massal.) Jatta,,Calpol,Calpol,,,,CAPO15,Pollin's orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca pratensis,Caloplaca pratensis,Wetmore,,Calpra,,,,,,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca pygmaea,Caloplaca pygmaea,Wetmore,,Calpyg,,,,,,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca quercicola,Caloplaca quercicola,H. Magn.,,Calque12,,,,,CAQU7,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca reptans,Caloplaca reptans,Lendemer & Hodkinson,,Calrep,,,,,,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca rubelliana,Caloplaca rubelliana,(Ach.) Lojka,,Calrub,,,,,CARU17,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,Species,Microlichen,Crustose,,Alga,,Synonym,Caloplaca discernenda,Caloplaca saxicola,(Hoffm.) Nordin,,Caldis1,Calsax,,,,CASA23,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G5,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.126318/Caloplaca_saxicola
1773,Species,Microlichen,Crustose,,Alga,,Synonym,Caloplaca murorum,Caloplaca saxicola,(Hoffm.) Nordin,,Calmur,Calsax,,,,CASA23,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G5,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.126318/Caloplaca_saxicola
1774,Species,Microlichen,Crustose,Saxicolous,Alga,,Current,Caloplaca saxicola,Caloplaca saxicola,(Hoffm.) Nordin,,Calsax,Calsax,,,,CASA23,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G5,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.126318/Caloplaca_saxicola
1775,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca schaereri,Caloplaca schaereri,(Flörke) Zahlbr.,,Calsch1,,,,,CASC24,Schaerer's orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca schoeferi,Caloplaca schoeferi,Poelt,,Calsch12,,,,,,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,Species,Microlichen,Crustose,,Alga,,MisID NAm,Caloplaca scotoplaca,Caloplaca scotoplaca,(Nyl.) H. Magn.,Misidentification for N. A.,Calsco1,,,,,,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca sibirica,Caloplaca sibirica,H. Magn.,,Calsib,,,,,,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca sideritis,Caloplaca sideritis,(Tuck.) Zahlbr.,,Calsid,Calsid,,,,CASI13,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca sipeana,Caloplaca sipeana,H. Magn.,,Calsip,Calsip,,,,CASI15,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca sonorae,Caloplaca sonorae,Wetmore,,Calson,Calson,,,,CASO11,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca soralifera,Caloplaca soralifera,Vondrák & Hrouzek,,Calsor,,,,,,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca sorocarpa,Caloplaca sorocarpa,(Vainio) Zahlbr.,,Calsor12,,,,,CASO6,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca spaldingii,Caloplaca spaldingii,Zahlbr.,,Calspa,,,,,CASP21,Spalding's orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca spitsbergensis,Caloplaca spitsbergensis,H. Magn.,,Calspi,,,,,CASP22,Spitsberg orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.126483/Caloplaca_spitsbergensis
1786,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca stanfordensis,Caloplaca stanfordensis,H. Magn.,,Calsta,,,,,CAST43,Stanford orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca stillicidiorum,Caloplaca stillicidiorum,(Vahl) Lynge,,Calsti1,,,,,,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca subnitida,Caloplaca subnitida,(Malme) Zahlbr.,,Calsub16,,,,,CASU38,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca subpyraceella,Caloplaca subpyraceella,(Nyl.) Zahlbr.,,Calsub18,,,,,CASU39,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,Species,Microlichen,Crustose,,Alga,,MisID NAm,Caloplaca teicholyta,Caloplaca teicholyta,(Ach.) J. Steiner,Misidentification for N. A.,Caltei,,,,,,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,Species,Microlichen,Crustose,,Alga,,MisID NAm,Caloplaca thallincola,Caloplaca thallincola,(Wedd.) Du Rietz,Not known from N.A.,Caltha,,,,,,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca tornoënsis,Caloplaca tornoënsis,H. Magn.,,Caltor,,,,,,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca turkuensis,Caloplaca turkuensis,(Vainio) Zahlbr.,,Caltur,,,,,,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca ulcerosa,Caloplaca ulcerosa,Coppins & P. James,,Calulc,,,,,,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca ulmorum,Caloplaca ulmorum,(Fink) Fink,But see also Wetmore 2007b,Calulm,Calulm,,,,CAUL4,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca urceolata,Caloplaca urceolata,B. de Lesd.,,Calurc,,,,,CAUR2,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca verrucosa,Caloplaca verrucosa,Hasse,,Calver,,,,,CAVE17,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca wetmorei,Caloplaca wetmorei,"Nimis, Poelt & Tretiach",,Calwet,,,,,CAWE3,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca wrightii,Caloplaca wrightii,(Tuck.) Fink,,Calwri,Calwri,,,,CAWR3,Wright's orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,Species,Microlichen,Crustose,,Alga,,Current,Caloplaca yuchiorum,Caloplaca yuchiorum,Lendemer & C. A. Morse,,Calyuc,,,,,,orange lichen,,Teloschistaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,Genus,Microlichen,Crustose,,,,Current,Calvitimela,Calvitimela,Hafellner,,Calvitimela,Calvitimela,,,,,calvitimela lichen,,Tephromelataceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,Species,Microlichen,Crustose,,,,Current,Calvitimela aglaea,Calvitimela aglaea,(Sommerf.) Hafellner,,Calagl,Tepagl,,,,,calvitimela lichen,,Tephromelataceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.122757/Calvitimela_aglaea
1803,Species,Microlichen,Crustose,,,,Synonym,Lecidea aglaea,Calvitimela aglaea,(Sommerf.) Hafellner,,Lecagl,Tepagl,,,,,calvitimela lichen,,Tephromelataceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.122757/Calvitimela_aglaea
1804,Species,Microlichen,Crustose,,,,Synonym,Lecidea aglaeida,Calvitimela aglaea,(Sommerf.) Hafellner,,Lecagl1,Tepagl,,,,,calvitimela lichen,,Tephromelataceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.122757/Calvitimela_aglaea
1805,Species,Microlichen,Crustose,,,,Synonym,Lecidea shushanii,Calvitimela aglaea,(Sommerf.) Hafellner,,Lecshu,Tepagl,,,,,calvitimela lichen,,Tephromelataceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.122757/Calvitimela_aglaea
1806,Species,Microlichen,Crustose,,,,Synonym,Tephromela aglaea,Calvitimela aglaea,(Sommerf.) Hafellner,,Tepagl,Tepagl,,,,,calvitimela lichen,,Tephromelataceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.122757/Calvitimela_aglaea
1807,Species,Microlichen,Crustose,,,,Synonym,Tephromela aglaeida,Calvitimela aglaea,(Sommerf.) Hafellner,,Tepagl1,Tepagl,,,,,calvitimela lichen,,Tephromelataceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.122757/Calvitimela_aglaea
1808,Species,Microlichen,Crustose,,,,Current,Calvitimela armeniaca,Calvitimela armeniaca,(DC.) Hafellner,,Calarm,Teparm,,,,,calvitimela lichen,,Tephromelataceae,,,,,,,,,,,,,,,,,,,,,,,,,,G5,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.122397/Calvitimela_armeniaca
1809,Species,Microlichen,Crustose,,,,Synonym,Lecidea armeniaca,Calvitimela armeniaca,(DC.) Hafellner,,Lecarm,Teparm,,,,,calvitimela lichen,,Tephromelataceae,,,,,,,,,,,,,,,,,,,,,,,,,,G5,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.122397/Calvitimela_armeniaca
1810,Species,Microlichen,Crustose,,,,Synonym,Tephromela armeniaca,Calvitimela armeniaca,(DC.) Hafellner,,Teparm,Teparm,,,,,calvitimela lichen,,Tephromelataceae,,,,,,,,,,,,,,,,,,,,,,,,,,G5,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.122397/Calvitimela_armeniaca
1811,Species,Microlichen,Crustose,,,,Current,Calvitimela cuprea,Calvitimela cuprea,Haugan & Timdal,,Calcup,,,,,,calvitimela lichen,,Tephromelataceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,Species,Microlichen,Crustose,,,,Current,Calvitimela melaleuca,Calvitimela melaleuca,(Sommerf.) R. Sant.,,Calmel,,,,,,calvitimela lichen,,Tephromelataceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,Species,Microlichen,Crustose,,,,Current,Calvitimela perlata,Calvitimela perlata, (Haugan & Timdal) R. Sant.,,Calper12,Calper,,,,,calvitimela lichen,,Tephromelataceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,Species,Microlichen,Crustose,,,,Current,Calvitimela talayana,Calvitimela talayana,(Haugan & Timdal) Andreev,,Caltal,,,,,,calvitimela lichen,,Tephromelataceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1815,Species,Microlichen,Crustose,,,,Current,Calvitimela testaceoatra,Calvitimela testaceoatra,(Vainio) Hafellner,,Caltes,,,,,,calvitimela lichen,,Tephromelataceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,Species,Microlichen,Crustose,,,,Synonym,Lecidea arctogena,Calvitimela testaceoatra,(Vainio) Hafellner,,Lecarc13,,,,,,calvitimela lichen,,Tephromelataceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,Species,Microlichen,Crustose,,,,Synonym,Lecidea testaceoatra,Calvitimela testaceoatra,(Vainio) Hafellner,,Lectes14,,,,,,calvitimela lichen,,Tephromelataceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,Species,Microlichen,Crustose,,,,Synonym,Tephromela testaceoatra,Calvitimela testaceoatra,(Vainio) Hafellner,,Teptes,,,,,,calvitimela lichen,,Tephromelataceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,Genus,Microlichen,Crustose,,,,MisID Nam,Campylothelium,Campylothelium,Müll. Arg.,No N Am species in this genus,Campylothelium,Campylothelium,,,,,Campylothelium lichen,,Trypetheliaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,Genus,Macrolichen,Foliose,Epiphytic,Alga,Matrix,Current,Candelaria,Candelaria,A. Massal.,,Candelaria,Candelaria,8300,Cnd,Candelaria,CANDE2,lemon lichen,,Candelariaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,Species,Macrolichen,Foliose,Epiphytic,Alga,Matrix,Current,Candelaria concolor,Candelaria concolor,(Dickson) Stein,,Cancon,Cancon,8301,Cndcon,Candelaria concolor,CACO64,lemon lichen,,Candelariaceae,Mtx s,sensitive,454,2.71,4.2,19.3,,tolerant,868,8.75,,,,mesotroph,454,7.68,16.9,,,eutroph,868,12.25,,,,G5,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.124267/Candelaria_concolor
1822,Species,Macrolichen,Foliose,Epiphytic,Alga,Matrix,Synonym,Candelaria concolor var. effusa,Candelaria concolor,(Dickson) Stein,,Cancon1,Cancon,8301,Cndcon,Candelaria concolor,CACO64,lemon lichen,,Candelariaceae,Mtx s,sensitive,454,2.71,4.2,19.3,,tolerant,868,8.75,,,,mesotroph,454,7.68,16.9,,,eutroph,868,12.25,,,,G5,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.124267/Candelaria_concolor
1823,Species,Macrolichen,Foliose,Epiphytic,Alga,Matrix,Current,Candelaria fibrosa,Candelaria fibrosa,(Fr.) Müll. Arg.,,Canfib,Canfib,8302,Cndfib,Candelaria fibrosa,CAFI11,lemon lichen,,Candelariaceae,Mtx s,sensitive,26,2.71,3.2,4,5.6,,,,,,,mesotroph,26,6.87,8,9.1,11.3,,,,,,,G5,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.127086/Candelaria_fibrosa
1824,Species,Macrolichen,Foliose,Epiphytic,Alga,Matrix,Current,Candelaria pacifica,Candelaria pacifica,M. Westb. & Arup,,Canpac,Canpac,8303,Cndpac,Candelaria pacifica,,lemon lichen,,Candelariaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Genus,Microlichen,Crustose,,Alga,,Synonym,Caloplacopsis,Candelariella,Müll. Arg.,,Caloplacopsis,Caloplacopsis,,,,CANDE3,eggyolk lichen,,Candelariaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Genus,Microlichen,Crustose,,Alga,,Current,Candelariella,Candelariella,Müll. Arg.,,Candelariella,Candelariella,,,,CANDE3,eggyolk lichen,,Candelariaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Species,Microlichen,Crustose,,Alga,,Current,Candelariella aggregata,Candelariella aggregata,M. Westb.,,Canagg,Canagg,,,,,eggyolk lichen,,Candelariaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,Species,Microlichen,Crustose,,Alga,,Current,Candelariella antennaria,Candelariella antennaria,Räsänen,,Canant,Canant,,,,CAAN24,pussytoes eggyolk lichen,,Candelariaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,Species,Microlichen,Crustose,,Alga,,Current,Candelariella arctica,Candelariella arctica,(Körber) R. Sant.,,Canarc,,,,,CAAR37,arctic eggyolk lichen,,Candelariaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.123344/Candelariella_arctica
1830,Species,Microlichen,Crustose,,Alga,,Synonym,Candelariella crenulata,Candelariella arctica,(Körber) R. Sant.,,Cancre,,,,,CAAR37,arctic eggyolk lichen,,Candelariaceae,,,,,,,,,,,,,,,,,,,,,,,,,,G4,https://explorer.natureserve.org/Taxon/ELEMENT_GLOBAL.2.123344/Candelariella_arctica
1831,Species,Microlichen,Crustose,,Alga,,MisID NAm,Candelariella athallina,Candelariella athallina,(Wedd.) Du Rietz,Excluded from N Am,Canath,,,,,CAAT60,eggyolk lichen,,Candelariaceae,,,,,,,,,,,,,,,,,,,,,,,,,,,
